hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,booking_changes,customer_type,adr,arrival_date_year,arrival_date_month,arrival_date_day_of_month,is_canceled,total_stay,total_guests,is_family,lead_time_group,arrival_date,arrival_year,arrival_month,arrival_day
0,332,0,2,3,0,1,3,1,1,1,0,1,0,213.24,2022,September,8,1,2,4,1,Long,2024-06-17,2024,6,17
1,62,1,4,2,2,1,2,1,1,1,0,2,1,450.6,2024,March,20,0,5,5,1,Medium,2024-03-12,2024,3,12
0,229,0,7,2,0,1,3,1,0,0,1,2,1,90.36,2024,November,27,0,7,3,1,Long,2022-11-03,2022,11,3
0,237,0,4,2,2,0,3,0,1,1,2,1,0,385.3,2024,February,26,1,4,4,1,Long,2023-07-17,2023,7,17
0,348,1,8,1,0,0,1,0,1,0,1,0,0,285.71,2023,August,12,0,9,1,0,Long,2023-04-24,2023,4,24
1,246,1,6,3,1,1,2,0,1,1,2,1,1,499.81,2023,July,29,1,7,5,1,Long,2022-12-26,2022,12,26
0,158,0,4,1,2,0,3,0,1,1,4,1,1,96.73,2023,February,14,0,4,3,1,Long,2023-01-25,2023,1,25
1,37,0,2,2,2,1,3,0,0,0,0,1,2,189.86,2022,April,19,0,2,5,1,Medium,2024-06-02,2024,6,2
1,243,2,1,3,2,1,2,0,1,0,2,0,2,198.65,2022,February,12,1,3,6,1,Long,2022-09-10,2022,9,10
1,6,1,7,3,0,1,2,0,1,1,3,0,2,277.99,2023,June,30,0,8,4,1,Last-Minute,2023-12-21,2023,12,21
1,359,1,8,2,1,1,0,2,1,1,2,0,1,422.07,2024,March,15,0,9,4,1,Long,2024-09-27,2024,9,27
1,76,0,5,2,1,0,2,2,1,0,4,0,2,294.81,2024,November,25,0,5,3,1,Medium,2023-01-01,2023,1,1
0,256,2,2,2,0,0,1,1,1,0,0,0,1,423.59,2024,June,25,0,4,2,1,Long,2024-11-24,2024,11,24
0,36,1,5,2,0,0,0,0,1,0,3,0,0,210.43,2024,January,28,0,6,2,1,Medium,2023-10-20,2023,10,20
1,349,2,8,3,2,1,3,0,0,0,1,2,0,348.61,2024,October,10,1,10,6,1,Long,2022-12-24,2022,12,24
0,65,1,7,1,0,0,2,0,1,0,4,2,0,292.5,2023,October,30,0,8,1,0,Medium,2024-08-22,2024,8,22
1,99,1,7,2,2,1,2,2,1,0,1,0,0,129.15,2022,April,10,0,8,5,1,Long,2023-02-16,2023,2,16
0,331,1,7,2,2,1,0,2,0,0,1,2,1,122.09,2022,April,14,0,8,5,1,Long,2024-12-05,2024,12,5
0,260,1,6,3,1,1,1,0,0,0,1,1,0,458.29,2024,March,23,1,7,5,1,Long,2022-07-02,2022,7,2
0,311,2,4,2,0,0,0,0,0,0,4,2,1,279.41,2022,July,18,0,6,2,1,Long,2023-09-15,2023,9,15
0,41,2,6,2,0,0,2,2,1,0,4,2,0,301.3,2024,December,8,1,8,2,1,Medium,2023-02-18,2023,2,18
0,48,2,3,3,2,1,0,1,0,0,4,1,2,436.81,2022,September,27,0,5,6,1,Medium,2023-02-15,2023,2,15
1,301,2,1,3,0,0,2,0,1,1,0,1,0,499.49,2023,July,6,1,3,3,1,Long,2022-06-01,2022,6,1
1,70,0,8,1,0,1,1,2,1,0,1,2,2,487.64,2024,August,26,0,8,2,1,Medium,2024-08-10,2024,8,10
0,245,2,2,2,1,1,3,0,1,0,2,2,0,302.32,2022,February,1,0,4,4,1,Long,2022-10-12,2022,10,12
1,1,0,5,1,0,1,3,2,0,0,0,0,1,365.73,2022,November,20,0,5,2,1,Last-Minute,2022-09-09,2022,9,9
0,322,0,8,2,1,0,2,1,1,0,1,1,0,248.63,2022,August,1,1,8,3,1,Long,2024-09-30,2024,9,30
1,61,0,6,3,0,1,1,1,1,0,1,0,0,159.5,2024,April,14,0,6,4,1,Medium,2023-04-18,2023,4,18
0,335,2,8,2,0,1,0,2,1,0,3,0,1,147.95,2022,May,25,0,10,3,1,Long,2023-01-26,2023,1,26
0,26,1,1,2,2,0,1,0,1,0,2,2,0,115.08,2024,June,21,1,2,4,1,Short,2022-05-12,2022,5,12
0,341,0,1,1,1,0,3,1,0,1,3,0,0,307.12,2023,May,7,1,1,2,1,Long,2022-01-09,2022,1,9
1,66,2,6,3,2,1,3,1,1,1,1,1,2,117.52,2024,December,24,0,8,6,1,Medium,2024-01-10,2024,1,10
1,144,2,7,3,2,0,1,2,1,0,4,2,2,476.56,2024,July,27,0,9,5,1,Long,2024-09-15,2024,9,15
0,213,1,6,1,2,1,3,0,1,0,3,2,2,475.14,2022,February,2,0,7,4,1,Long,2024-10-18,2024,10,18
0,326,2,1,2,2,1,1,1,1,1,3,0,1,469.94,2022,July,16,0,3,5,1,Long,2023-07-31,2023,7,31
1,56,2,3,1,2,1,0,1,1,1,1,1,2,497.59,2024,September,23,0,5,4,1,Medium,2024-05-04,2024,5,4
1,285,2,1,3,0,0,0,0,1,1,4,1,2,171.3,2024,May,11,0,3,3,1,Long,2024-08-25,2024,8,25
1,210,1,1,1,0,0,1,0,1,1,0,1,2,247.83,2023,September,18,0,2,1,0,Long,2022-04-05,2022,4,5
1,192,2,3,1,2,1,1,2,0,0,0,1,2,440.42,2023,September,4,0,5,4,1,Long,2023-12-06,2023,12,6
1,113,2,7,2,2,1,3,2,1,0,0,0,1,125.07,2024,October,5,0,9,5,1,Long,2022-08-18,2022,8,18
0,121,2,4,2,0,1,2,0,1,1,4,0,2,294.98,2023,December,4,0,6,3,1,Long,2022-05-18,2022,5,18
1,359,1,2,2,0,0,0,0,1,0,2,2,2,256.89,2024,January,3,0,3,2,1,Long,2022-12-15,2022,12,15
0,102,0,9,1,2,0,3,2,0,0,2,0,1,144.01,2023,March,5,1,9,3,1,Long,2023-12-06,2023,12,6
0,154,0,4,1,1,1,3,2,0,0,3,0,2,388.41,2022,July,28,0,4,3,1,Long,2022-10-12,2022,10,12
1,73,2,7,1,1,1,2,1,0,0,2,2,2,123.89,2022,July,5,0,9,3,1,Medium,2023-09-13,2023,9,13
1,353,2,5,2,2,1,1,0,0,0,4,2,2,497.44,2024,September,22,0,7,5,1,Long,2024-11-03,2024,11,3
0,174,1,7,2,0,1,2,1,1,0,3,2,1,494.96,2023,January,13,1,8,3,1,Long,2022-01-13,2022,1,13
1,13,2,5,3,0,1,0,2,1,1,2,2,2,431.56,2024,February,3,0,7,4,1,Short,2022-07-04,2022,7,4
0,166,1,3,3,2,1,2,1,0,0,2,2,2,306.49,2023,December,2,0,4,6,1,Long,2023-10-04,2023,10,4
1,54,2,8,2,0,1,1,0,0,0,0,1,2,486.01,2022,October,7,0,10,3,1,Medium,2022-06-19,2022,6,19
1,25,2,9,3,2,1,0,0,0,1,4,2,0,384.53,2024,August,15,1,11,6,1,Short,2022-01-06,2022,1,6
1,43,2,8,2,2,0,2,1,0,0,0,1,1,163.43,2022,October,21,0,10,4,1,Medium,2023-11-01,2023,11,1
0,68,0,5,3,0,0,1,0,0,1,2,1,0,211.53,2022,September,30,1,5,3,1,Medium,2023-03-05,2023,3,5
1,37,0,7,1,1,0,3,2,0,1,0,1,0,495.57,2023,June,8,0,7,2,1,Medium,2024-09-26,2024,9,26
0,335,2,6,3,1,0,2,0,0,0,1,1,2,192.14,2024,August,2,0,8,4,1,Long,2023-01-07,2023,1,7
1,11,0,9,2,1,1,0,1,1,1,4,1,2,285.56,2022,December,27,0,9,4,1,Short,2023-05-31,2023,5,31
0,104,1,3,2,1,1,0,2,1,0,3,2,0,80.25,2023,July,9,0,4,4,1,Long,2024-04-09,2024,4,9
1,243,0,9,3,1,1,1,0,1,0,2,0,2,474.77,2024,April,30,0,9,5,1,Long,2024-11-21,2024,11,21
0,363,0,5,1,1,0,3,1,0,0,4,2,2,447.62,2024,April,25,0,5,2,1,Long,2024-03-13,2024,3,13
0,272,1,4,3,0,0,2,2,0,1,0,2,2,489.87,2023,November,11,0,5,3,1,Long,2023-12-31,2023,12,31
0,280,2,2,1,0,0,0,1,0,0,3,0,1,284.86,2023,March,3,1,4,1,0,Long,2024-12-21,2024,12,21
0,191,1,5,1,1,1,3,1,1,0,0,2,2,451.16,2024,January,2,0,6,3,1,Long,2024-10-30,2024,10,30
0,87,1,1,1,1,0,1,2,0,1,2,2,2,173.43,2022,November,28,1,2,2,1,Medium,2024-06-27,2024,6,27
0,138,1,9,1,0,0,3,2,1,0,0,2,0,232.9,2023,January,15,0,10,1,0,Long,2024-12-16,2024,12,16
1,145,0,4,1,0,0,2,1,1,0,4,2,0,379.88,2024,July,18,1,4,1,0,Long,2023-11-29,2023,11,29
0,163,2,9,3,0,1,3,2,0,1,0,2,2,102.84,2024,February,12,0,11,4,1,Long,2024-05-05,2024,5,5
0,258,0,9,1,2,1,3,1,1,1,1,0,0,157.61,2024,February,11,0,9,4,1,Long,2022-09-14,2022,9,14
0,338,0,5,2,1,1,2,1,0,0,0,1,2,252.81,2023,January,18,0,5,4,1,Long,2024-03-04,2024,3,4
1,325,1,3,3,0,1,3,0,1,1,1,2,0,183.62,2022,October,15,0,4,4,1,Long,2024-01-07,2024,1,7
1,86,0,2,3,1,0,0,1,0,1,3,1,0,404.28,2023,November,20,0,2,4,1,Medium,2022-10-11,2022,10,11
1,326,0,2,2,1,1,0,2,0,0,0,1,1,426.06,2022,January,12,0,2,4,1,Long,2022-07-24,2022,7,24
0,363,2,6,1,0,0,0,1,1,1,2,2,1,54.34,2023,August,7,0,8,1,0,Long,2023-09-17,2023,9,17
1,238,2,5,2,1,1,2,0,0,1,3,1,2,89.31,2024,December,16,0,7,4,1,Long,2022-09-06,2022,9,6
1,264,2,3,3,2,0,2,2,1,0,2,1,1,422.55,2023,September,24,0,5,5,1,Long,2024-07-06,2024,7,6
0,193,1,9,2,1,0,3,0,0,0,2,1,1,175.0,2022,October,16,0,10,3,1,Long,2024-06-04,2024,6,4
0,127,1,5,3,2,1,2,1,1,1,4,2,0,272.09,2023,February,11,0,6,6,1,Long,2024-10-21,2024,10,21
1,121,2,9,2,0,0,0,0,0,0,1,1,0,211.38,2023,February,29,1,11,2,1,Long,2023-02-01,2023,2,1
0,243,1,3,2,1,1,3,1,1,0,4,1,2,273.44,2024,April,2,1,4,4,1,Long,2023-10-28,2023,10,28
0,46,1,8,3,2,1,1,1,1,0,4,1,2,269.47,2023,May,30,0,9,6,1,Medium,2024-09-12,2024,9,12
0,319,1,9,3,1,1,2,1,1,0,2,2,2,436.04,2022,September,6,1,10,5,1,Long,2024-02-19,2024,2,19
0,364,0,2,3,0,0,1,1,1,0,2,0,1,494.07,2024,December,11,1,2,3,1,Long,2023-02-25,2023,2,25
1,111,1,5,3,0,0,0,0,0,1,1,1,2,77.72,2022,November,18,1,6,3,1,Long,2023-02-01,2023,2,1
0,302,2,6,2,0,0,2,1,0,0,4,2,0,315.26,2022,July,17,0,8,2,1,Long,2024-04-18,2024,4,18
1,74,2,2,3,2,1,0,1,0,0,0,1,1,164.94,2024,November,5,1,4,6,1,Medium,2024-12-09,2024,12,9
1,297,0,2,1,0,1,1,0,1,1,2,2,2,107.22,2022,September,25,0,2,2,1,Long,2024-08-24,2024,8,24
1,304,2,3,3,1,0,1,0,0,1,2,2,1,358.03,2024,March,9,0,5,4,1,Long,2024-05-26,2024,5,26
1,29,1,7,3,1,0,2,1,0,0,1,2,1,400.89,2024,June,18,1,8,4,1,Short,2024-01-22,2024,1,22
0,7,1,9,3,1,1,1,0,0,1,0,2,0,186.97,2023,December,23,0,10,5,1,Last-Minute,2024-07-08,2024,7,8
0,340,0,1,2,1,0,1,2,0,0,1,0,0,405.86,2024,May,29,0,1,3,1,Long,2022-08-18,2022,8,18
0,7,0,7,2,0,1,1,0,1,1,0,0,1,304.44,2023,July,19,0,7,3,1,Last-Minute,2022-02-19,2022,2,19
1,238,1,8,3,0,1,2,1,1,0,1,0,0,302.76,2024,February,25,1,9,4,1,Long,2022-01-18,2022,1,18
1,190,2,9,2,2,1,2,0,1,1,2,2,0,442.51,2024,December,23,0,11,5,1,Long,2023-10-14,2023,10,14
1,127,0,2,2,1,1,2,2,1,1,1,2,2,488.68,2022,October,19,0,2,4,1,Long,2024-11-19,2024,11,19
0,10,2,5,2,2,1,0,2,1,1,4,1,0,148.07,2023,September,25,0,7,5,1,Short,2024-06-08,2024,6,8
1,255,0,9,3,2,0,2,0,0,1,0,2,0,400.86,2022,August,22,0,9,5,1,Long,2023-07-23,2023,7,23
0,232,1,2,3,0,0,2,2,0,0,1,0,0,406.95,2022,June,20,0,3,3,1,Long,2022-02-04,2022,2,4
0,185,0,3,1,2,0,2,1,1,0,1,1,0,404.96,2024,July,19,0,3,3,1,Long,2023-06-06,2023,6,6
0,120,1,9,2,1,1,3,2,0,0,4,0,2,86.3,2024,May,2,1,10,4,1,Long,2022-07-24,2022,7,24
0,166,2,2,1,1,1,3,1,0,1,1,0,2,88.14,2024,February,8,0,4,3,1,Long,2023-10-20,2023,10,20
1,143,0,5,1,0,1,2,2,0,1,3,0,0,254.63,2022,April,2,0,5,2,1,Long,2024-04-02,2024,4,2
0,326,0,7,3,2,1,3,1,0,0,0,2,0,132.9,2022,August,17,0,7,6,1,Long,2024-12-29,2024,12,29
1,351,2,4,2,0,1,2,1,0,1,0,1,2,182.37,2023,April,19,1,6,3,1,Long,2024-12-09,2024,12,9
0,100,2,7,3,2,1,0,2,1,0,1,1,0,167.37,2022,April,12,0,9,6,1,Long,2024-12-20,2024,12,20
1,21,0,2,3,2,1,2,2,0,1,4,0,2,257.99,2022,March,22,1,2,6,1,Short,2024-03-10,2024,3,10
1,198,0,9,3,1,0,0,0,1,0,0,0,0,219.96,2024,February,5,1,9,4,1,Long,2022-09-02,2022,9,2
0,268,2,3,3,2,1,3,2,0,0,0,1,1,286.59,2022,July,18,0,5,6,1,Long,2022-01-23,2022,1,23
0,81,0,4,3,1,0,0,2,0,0,3,1,1,158.24,2024,August,7,1,4,4,1,Medium,2023-09-22,2023,9,22
0,169,2,6,3,2,0,0,1,0,1,1,0,1,242.5,2022,December,30,0,8,5,1,Long,2022-09-23,2022,9,23
1,12,0,4,2,1,1,1,2,0,0,2,1,2,369.33,2024,December,30,0,4,4,1,Short,2022-10-02,2022,10,2
0,196,0,1,2,2,1,3,2,0,0,0,2,1,492.06,2023,July,18,0,1,5,1,Long,2024-09-19,2024,9,19
0,94,0,1,2,0,1,0,2,0,0,2,0,1,490.97,2023,April,2,0,1,3,1,Long,2024-09-13,2024,9,13
1,266,0,9,2,2,1,3,0,0,0,3,2,2,318.8,2023,May,2,0,9,5,1,Long,2023-01-14,2023,1,14
0,318,2,5,1,0,0,1,0,0,0,3,0,1,460.95,2024,March,24,1,7,1,0,Long,2024-01-17,2024,1,17
1,357,2,8,2,0,1,1,1,1,1,3,0,2,135.46,2024,October,4,1,10,3,1,Long,2024-07-09,2024,7,9
0,50,2,1,1,1,0,2,0,1,0,1,0,1,359.44,2022,March,12,1,3,2,1,Medium,2024-02-12,2024,2,12
1,187,0,2,1,2,1,2,1,1,0,0,2,0,125.04,2022,August,30,0,2,4,1,Long,2022-06-22,2022,6,22
1,302,2,9,2,2,1,1,2,0,1,1,0,1,473.23,2024,September,9,1,11,5,1,Long,2023-09-22,2023,9,22
0,3,0,9,3,0,1,0,2,0,0,4,2,1,219.85,2023,May,4,0,9,4,1,Last-Minute,2024-12-08,2024,12,8
1,262,2,8,2,0,0,2,1,1,0,0,2,2,269.89,2023,September,25,0,10,2,1,Long,2024-02-17,2024,2,17
0,342,2,8,2,2,1,2,1,0,1,2,1,1,136.77,2022,November,2,1,10,5,1,Long,2024-11-11,2024,11,11
0,30,0,1,1,1,1,2,1,0,0,2,1,0,233.95,2024,April,27,0,1,3,1,Short,2023-10-06,2023,10,6
1,117,1,5,3,0,1,2,0,0,0,2,2,2,325.22,2023,December,19,1,6,4,1,Long,2024-09-10,2024,9,10
0,208,1,6,1,2,0,1,2,1,1,3,0,1,107.08,2022,July,23,0,7,3,1,Long,2023-03-23,2023,3,23
1,201,1,1,1,0,0,3,1,0,0,0,0,1,84.79,2023,June,19,0,2,1,0,Long,2022-05-30,2022,5,30
1,85,2,1,2,2,0,2,1,1,1,1,0,1,175.4,2022,February,20,1,3,4,1,Medium,2023-11-04,2023,11,4
1,29,2,6,3,1,1,1,0,0,1,2,2,0,153.01,2024,November,29,0,8,5,1,Short,2024-02-25,2024,2,25
1,156,1,1,1,2,1,1,2,1,1,0,0,1,127.17,2023,October,16,0,2,4,1,Long,2023-12-22,2023,12,22
1,208,1,3,3,2,1,0,2,0,1,3,1,1,97.04,2022,August,24,0,4,6,1,Long,2023-04-09,2023,4,9
1,42,2,5,2,2,0,2,2,1,0,0,0,1,140.01,2023,March,14,0,7,4,1,Medium,2023-03-26,2023,3,26
1,84,1,7,3,2,0,0,0,0,0,2,2,1,96.09,2022,January,20,0,8,5,1,Medium,2022-06-21,2022,6,21
1,175,2,9,1,0,0,0,0,1,1,4,2,0,157.12,2022,May,23,0,11,1,0,Long,2023-04-06,2023,4,6
0,230,0,8,1,0,0,2,1,0,1,2,0,0,354.71,2022,September,18,1,8,1,0,Long,2024-03-23,2024,3,23
0,359,1,2,3,0,0,0,1,0,0,4,2,2,292.96,2023,September,21,0,3,3,1,Long,2022-08-02,2022,8,2
1,149,0,5,3,0,1,0,2,0,1,3,0,0,335.88,2024,September,21,0,5,4,1,Long,2022-03-13,2022,3,13
0,318,2,3,1,2,1,1,0,1,1,1,1,0,202.64,2022,March,24,0,5,4,1,Long,2022-01-31,2022,1,31
0,259,0,7,1,1,1,1,0,0,1,1,2,0,230.31,2023,November,20,0,7,3,1,Long,2024-08-17,2024,8,17
0,345,2,1,2,2,1,1,0,1,1,1,2,1,52.76,2024,July,14,0,3,5,1,Long,2024-09-14,2024,9,14
0,2,1,7,3,0,0,2,2,1,0,1,1,1,417.26,2022,May,29,0,8,3,1,Last-Minute,2024-07-20,2024,7,20
0,336,0,4,3,0,0,1,2,0,1,3,2,0,406.38,2024,August,14,0,4,3,1,Long,2022-06-06,2022,6,6
0,234,2,5,2,0,1,1,2,1,1,0,2,0,72.55,2022,March,17,0,7,3,1,Long,2024-05-18,2024,5,18
1,338,1,1,2,1,1,3,0,1,0,0,2,0,338.22,2023,July,22,0,2,4,1,Long,2022-11-21,2022,11,21
0,81,1,3,1,2,0,0,0,0,0,0,1,1,104.65,2024,November,23,1,4,3,1,Medium,2023-10-29,2023,10,29
0,251,1,9,1,1,0,3,0,1,1,1,1,0,367.11,2024,May,22,1,10,2,1,Long,2023-12-08,2023,12,8
0,306,2,9,1,2,1,3,1,0,0,4,2,2,437.5,2023,February,27,0,11,4,1,Long,2022-03-31,2022,3,31
0,153,0,1,2,1,0,2,0,1,1,4,2,1,139.19,2024,June,27,0,1,3,1,Long,2022-01-03,2022,1,3
1,290,0,3,1,1,0,2,1,0,1,0,0,0,106.57,2023,October,3,0,3,2,1,Long,2023-12-13,2023,12,13
1,335,1,3,1,0,0,3,0,0,1,4,1,1,297.76,2024,January,27,1,4,1,0,Long,2024-12-04,2024,12,4
1,270,2,4,3,1,0,0,0,1,0,0,1,0,177.01,2023,August,7,0,6,4,1,Long,2023-08-08,2023,8,8
1,173,1,6,2,1,0,0,2,0,0,4,0,2,313.32,2023,June,26,0,7,3,1,Long,2023-10-29,2023,10,29
0,23,0,2,3,2,1,0,2,0,1,0,1,1,88.95,2024,January,12,0,2,6,1,Short,2024-11-25,2024,11,25
1,1,2,9,1,2,1,0,1,1,0,3,0,0,111.99,2022,October,7,0,11,4,1,Last-Minute,2023-04-06,2023,4,6
1,186,1,2,1,1,0,0,1,0,1,3,1,0,142.29,2024,August,28,1,3,2,1,Long,2024-01-02,2024,1,2
1,163,1,9,2,1,1,2,1,1,0,4,1,2,393.72,2023,December,27,0,10,4,1,Long,2024-07-20,2024,7,20
1,44,2,7,3,1,1,0,0,0,0,2,2,2,106.86,2023,May,2,0,9,5,1,Medium,2024-02-18,2024,2,18
0,350,0,2,1,1,0,0,2,0,0,0,1,1,187.36,2022,December,24,0,2,2,1,Long,2022-05-27,2022,5,27
1,93,0,8,3,1,1,1,2,1,0,1,2,0,115.09,2023,November,26,0,8,5,1,Long,2022-09-22,2022,9,22
0,203,2,7,1,2,0,0,0,0,1,1,1,1,242.53,2024,August,10,0,9,3,1,Long,2024-04-13,2024,4,13
1,122,2,4,3,1,1,2,1,0,1,4,0,1,438.07,2022,October,10,1,6,5,1,Long,2024-06-14,2024,6,14
0,36,0,4,1,2,1,2,1,1,0,3,2,1,184.81,2024,January,4,1,4,4,1,Medium,2023-11-07,2023,11,7
0,117,0,3,3,2,1,0,0,0,1,1,1,2,208.3,2022,March,10,0,3,6,1,Long,2022-04-10,2022,4,10
1,340,2,8,1,2,1,0,0,1,1,1,0,0,352.34,2022,January,19,0,10,4,1,Long,2024-11-04,2024,11,4
1,139,2,6,3,1,1,2,0,1,0,1,0,2,242.11,2022,May,8,0,8,5,1,Long,2024-05-21,2024,5,21
1,121,2,3,2,0,0,2,0,1,0,3,0,0,165.45,2024,March,19,0,5,2,1,Long,2022-06-10,2022,6,10
1,231,2,7,3,0,0,1,2,0,0,3,1,2,411.72,2024,January,2,0,9,3,1,Long,2022-04-23,2022,4,23
0,228,2,2,2,1,1,1,1,0,0,4,2,2,110.68,2022,November,29,0,4,4,1,Long,2023-07-19,2023,7,19
0,227,0,8,1,2,0,3,2,1,1,2,0,2,99.43,2023,October,6,1,8,3,1,Long,2023-04-25,2023,4,25
1,327,1,2,3,2,1,3,1,1,0,2,0,2,295.95,2023,April,14,1,3,6,1,Long,2022-07-04,2022,7,4
1,218,0,2,2,1,0,2,1,1,1,3,0,1,60.06,2022,January,25,1,2,3,1,Long,2024-09-04,2024,9,4
0,154,0,8,3,2,0,2,0,0,1,3,2,2,358.55,2022,May,15,0,8,5,1,Long,2022-09-28,2022,9,28
1,355,2,7,1,1,0,1,0,0,0,1,1,0,313.03,2022,March,4,1,9,2,1,Long,2024-04-15,2024,4,15
0,6,2,8,1,0,1,3,0,1,0,1,0,1,253.31,2022,November,29,0,10,2,1,Last-Minute,2024-01-01,2024,1,1
1,2,1,9,2,0,0,2,2,0,0,3,0,2,377.78,2024,September,26,0,10,2,1,Last-Minute,2024-02-11,2024,2,11
0,3,2,9,3,0,1,1,1,0,1,1,1,1,193.69,2022,December,17,0,11,4,1,Last-Minute,2024-10-04,2024,10,4
0,215,1,2,1,1,0,1,2,1,1,4,0,1,374.63,2022,April,16,0,3,2,1,Long,2024-07-30,2024,7,30
0,263,0,9,1,1,1,2,1,1,0,2,2,1,83.95,2024,June,27,0,9,3,1,Long,2024-06-18,2024,6,18
0,44,1,9,2,2,0,1,2,1,0,2,0,0,323.39,2023,March,8,0,10,4,1,Medium,2022-10-10,2022,10,10
0,204,2,9,2,0,0,3,0,0,0,3,1,0,436.94,2023,December,7,0,11,2,1,Long,2022-01-09,2022,1,9
1,200,1,1,3,2,0,0,0,1,1,2,0,0,76.53,2023,July,1,0,2,5,1,Long,2022-12-19,2022,12,19
0,249,0,3,2,1,1,2,0,0,1,3,2,0,131.66,2023,August,17,0,3,4,1,Long,2023-08-09,2023,8,9
1,211,0,7,3,2,1,3,0,1,1,1,2,1,293.44,2022,November,19,0,7,6,1,Long,2023-09-19,2023,9,19
0,132,0,2,3,0,1,1,1,0,0,2,2,0,215.35,2024,September,8,1,2,4,1,Long,2024-12-04,2024,12,4
0,173,0,3,3,0,1,3,1,1,1,3,1,2,132.45,2023,August,11,0,3,4,1,Long,2023-04-16,2023,4,16
1,68,2,5,2,1,0,1,1,1,0,2,1,2,333.38,2024,July,25,1,7,3,1,Medium,2022-11-24,2022,11,24
1,290,0,9,1,0,1,1,1,0,1,4,2,0,349.3,2023,February,17,0,9,2,1,Long,2022-07-01,2022,7,1
1,142,2,5,1,0,0,3,1,0,1,2,2,0,118.22,2024,July,26,1,7,1,0,Long,2023-12-10,2023,12,10
1,16,1,1,2,1,1,0,2,0,0,2,2,2,391.23,2023,September,1,1,2,4,1,Short,2024-06-30,2024,6,30
0,331,2,3,2,2,0,1,2,1,0,2,0,0,389.15,2022,March,20,0,5,4,1,Long,2023-11-27,2023,11,27
1,247,0,4,1,2,1,3,1,1,0,3,0,0,74.25,2024,October,10,0,4,4,1,Long,2024-10-03,2024,10,3
0,227,2,9,1,0,1,1,1,1,1,4,0,0,171.17,2022,August,29,0,11,2,1,Long,2022-12-14,2022,12,14
1,170,0,3,3,2,1,3,0,1,1,1,0,1,60.59,2024,June,16,0,3,6,1,Long,2022-04-29,2022,4,29
1,334,2,2,3,1,0,1,1,0,1,0,0,2,231.55,2022,March,3,1,4,4,1,Long,2024-09-25,2024,9,25
0,205,0,4,2,2,0,3,0,0,1,3,0,2,155.5,2023,April,28,1,4,4,1,Long,2022-04-07,2022,4,7
0,90,0,4,1,1,0,1,0,0,0,4,0,2,85.65,2022,April,12,1,4,2,1,Medium,2024-12-29,2024,12,29
1,113,2,9,1,2,0,1,0,0,1,3,0,0,229.64,2023,June,6,0,11,3,1,Long,2023-10-09,2023,10,9
0,21,2,4,1,2,1,2,2,1,0,4,2,0,94.84,2024,March,28,1,6,4,1,Short,2024-01-13,2024,1,13
0,136,2,6,2,2,0,3,2,0,0,1,2,2,81.76,2022,May,16,0,8,4,1,Long,2022-06-15,2022,6,15
0,302,2,1,3,2,0,1,2,0,0,1,0,0,315.93,2024,September,5,1,3,5,1,Long,2024-12-04,2024,12,4
0,212,2,5,3,1,0,2,1,0,1,4,1,2,258.67,2022,October,6,0,7,4,1,Long,2022-08-06,2022,8,6
0,2,2,4,2,1,1,3,1,1,1,1,1,0,352.8,2023,November,2,1,6,4,1,Last-Minute,2022-04-13,2022,4,13
0,286,2,4,3,0,0,1,1,0,1,1,0,2,440.01,2023,October,22,1,6,3,1,Long,2022-11-06,2022,11,6
0,12,0,5,1,0,0,1,0,0,0,2,2,2,371.4,2023,April,2,0,5,1,0,Short,2024-11-11,2024,11,11
0,1,1,3,1,2,0,1,1,1,1,4,1,1,57.36,2022,February,23,0,4,3,1,Last-Minute,2024-10-30,2024,10,30
1,262,1,7,3,1,1,0,2,0,1,1,1,0,396.93,2023,May,22,1,8,5,1,Long,2024-10-09,2024,10,9
0,284,0,3,3,0,1,0,0,1,1,2,2,2,126.65,2023,February,18,1,3,4,1,Long,2022-03-22,2022,3,22
1,131,2,9,1,2,1,1,0,0,0,0,0,2,59.36,2022,August,19,0,11,4,1,Long,2023-10-05,2023,10,5
0,343,2,9,1,1,0,0,2,0,1,2,2,0,250.89,2024,July,25,1,11,2,1,Long,2024-04-19,2024,4,19
0,233,2,2,1,2,1,3,0,1,0,0,1,1,241.78,2022,July,13,0,4,4,1,Long,2022-10-22,2022,10,22
0,242,0,2,2,2,1,0,0,0,1,2,0,1,346.72,2023,February,7,0,2,5,1,Long,2022-10-13,2022,10,13
0,172,0,4,3,0,1,1,1,0,1,2,2,2,322.75,2024,January,12,0,4,4,1,Long,2022-06-28,2022,6,28
1,263,2,9,2,0,1,3,0,0,0,1,0,1,277.32,2024,October,10,1,11,3,1,Long,2023-09-04,2023,9,4
1,41,1,6,3,2,1,0,1,1,1,4,2,2,116.09,2022,July,5,0,7,6,1,Medium,2022-02-06,2022,2,6
0,144,1,9,2,0,0,1,2,1,0,2,0,1,348.15,2024,June,15,0,10,2,1,Long,2022-12-17,2022,12,17
1,339,1,3,3,0,1,3,2,0,1,3,0,2,270.95,2024,March,16,1,4,4,1,Long,2023-12-30,2023,12,30
0,324,1,6,3,2,0,2,0,0,1,0,2,1,116.27,2023,April,29,0,7,5,1,Long,2022-07-14,2022,7,14
